"";"nom";"prenom";"competition";"age";"minutes";"saison";"WC_U20";"lien"
"223";"Basteres";"Benjamin";"Top 14";24;167;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3734.html"
"224";"Chouquet";"Julien";"Top 14";22;109;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3735.html"
"225";"Merabet";"Mehdi";"Top 14";25;271;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3737.html"
"226";"Sourice";"Thomas";"Top 14";25;857;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3739.html"
"227";"Bost";"Vassili";"Top 14";25;1039;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3751.html"
"228";"Bost";"Vassili";"Top 14";24;885;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3751.html"
"229";"Vaudaine";"David";"Top 14";25;115;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3752.html"
"230";"Guirado";"Guilhem";"Top 14";25;1096;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_3934.html"
"231";"Guirado";"Guilhem";"Top 14";24;1125;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_3934.html"
"232";"Guirado";"Guilhem";"Top 14";23;1002;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_3934.html"
"233";"Guirado";"Guilhem";"Top 14";22;852;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_3934.html"
"234";"Vilaceca";"Guillaume";"Top 14";25;1004;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4331.html"
"235";"Vilaceca";"Guillaume";"Top 14";24;153;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4331.html"
"236";"Weber";"Damien";"Top 14";25;223;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4363.html"
"237";"Weber";"Damien";"Top 14";24;63;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4363.html"
"238";"Weber";"Damien";"Top 14";22;537;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4363.html"
"239";"Bouhraoua";"Terry";"Top 14";21;72;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4368.html"
"240";"Bouhraoua";"Terry";"Top 14";20;285;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4368.html"
"241";"Perez";"Jean-Pierre";"Top 14";25;1799;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4419.html"
"242";"Perez";"Jean-Pierre";"Top 14";24;855;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4419.html"
"243";"Huget";"Yoann";"Top 14";25;945;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4421.html"
"244";"Huget";"Yoann";"Top 14";24;1515;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4421.html"
"245";"Huget";"Yoann";"Top 14";21;156;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4421.html"
"246";"Medves";"Frederic";"Top 14";23;135;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4475.html"
"247";"Mermoz";"Maxime";"Top 14";25;817;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4482.html"
"248";"Mermoz";"Maxime";"Top 14";24;1348;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4482.html"
"249";"Mermoz";"Maxime";"Top 14";23;1424;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4482.html"
"250";"Mermoz";"Maxime";"Top 14";22;520;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4482.html"
"251";"Beal";"Cedric";"Top 14";23;4;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4503.html"
"252";"Beal";"Cedric";"Top 14";22;101;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4503.html"
"253";"Roux";"Vincent";"Top 14";24;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4504.html"
"254";"Fourcade";"Florent";"Top 14";24;1097;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4528.html"
"255";"Lafourcade";"Romain";"Top 14";23;70;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4532.html"
"256";"Pezet";"Jean-Baptiste";"Top 14";25;727;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4676.html"
"257";"Nicolas";"Matthieu";"Top 14";25;22;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4776.html"
"258";"Nicolas";"Matthieu";"Top 14";24;140;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4776.html"
"259";"Nicolas";"Matthieu";"Top 14";23;1182;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4776.html"
"260";"Nicolas";"Matthieu";"Top 14";22;1244;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4776.html"
"261";"Nicolas";"Matthieu";"Top 14";21;842;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4776.html"
"262";"Genevois";"Jean-Philippe";"Top 14";25;337;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4798.html"
"263";"Genevois";"Jean-Philippe";"Top 14";24;260;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4798.html"
"264";"Genevois";"Jean-Philippe";"Top 14";23;978;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4798.html"
"265";"Genevois";"Jean-Philippe";"Top 14";22;612;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4798.html"
"266";"Genevois";"Jean-Philippe";"Top 14";21;514;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4798.html"
"267";"Clement";"Stephane";"Top 14";23;489;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4799.html"
"268";"Clement";"Stephane";"Top 14";21;14;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4799.html"
"269";"Clement";"Stephane";"Top 14";20;67;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4799.html"
"270";"Lassalle";"Thibault";"Top 14";24;74;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4800.html"
"271";"Lassalle";"Thibault";"Top 14";23;205;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4800.html"
"272";"Lagrange";"Damien";"Top 14";25;421;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4801.html"
"273";"Lagrange";"Damien";"Top 14";24;293;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4801.html"
"274";"Lagrange";"Damien";"Top 14";21;53;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4801.html"
"275";"Burban";"Antoine";"Top 14";25;718;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_4802.html"
"276";"Burban";"Antoine";"Top 14";24;592;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4802.html"
"277";"Burban";"Antoine";"Top 14";23;1250;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4802.html"
"278";"Burban";"Antoine";"Top 14";22;836;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4802.html"
"279";"Burban";"Antoine";"Top 14";20;990;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4802.html"
"280";"Denetre";"Michel";"Top 14";25;220;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4805.html"
"281";"Denetre";"Michel";"Top 14";23;1525;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4805.html"
"282";"Bastareaud";"Mathieu";"Top 14";25;1340;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"283";"Bastareaud";"Mathieu";"Top 14";24;1347;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"284";"Bastareaud";"Mathieu";"Top 14";23;1623;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"285";"Bastareaud";"Mathieu";"Top 14";22;1828;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"286";"Bastareaud";"Mathieu";"Top 14";21;1409;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"287";"Bastareaud";"Mathieu";"Top 14";20;1275;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"288";"Bastareaud";"Mathieu";"Top 14";19;785;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_4806.html"
"289";"Palisson";"Alexis";"Top 14";25;1198;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_4810.html"
"290";"Palisson";"Alexis";"Top 14";24;1271;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_4810.html"
"291";"Palisson";"Alexis";"Top 14";23;1794;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_4810.html"
"292";"Palisson";"Alexis";"Top 14";22;1305;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4810.html"
"293";"Palisson";"Alexis";"Top 14";21;1304;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4810.html"
"294";"Palisson";"Alexis";"Top 14";20;639;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4810.html"
"295";"Raynaud";"Julien";"Top 14";23;360;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_4827.html"
"296";"Raynaud";"Julien";"Top 14";22;59;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_4827.html"
"297";"Raynaud";"Julien";"Top 14";21;8;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4827.html"
"298";"Maestri";"Yoann";"Top 14";25;1328;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_4829.html"
"299";"Maestri";"Yoann";"Top 14";24;1402;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_4829.html"
"300";"Maestri";"Yoann";"Top 14";23;1248;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_4829.html"
"301";"Maestri";"Yoann";"Top 14";22;1222;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_4829.html"
"302";"Maestri";"Yoann";"Top 14";21;1139;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_4829.html"
"303";"Badel";"Mathieu";"Top 14";23;259;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_4906.html"
"304";"Parra";"Morgan";"Top 14";25;1066;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"305";"Parra";"Morgan";"Top 14";24;1116;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"306";"Parra";"Morgan";"Top 14";23;819;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"307";"Parra";"Morgan";"Top 14";22;1376;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"308";"Parra";"Morgan";"Top 14";21;1208;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"309";"Parra";"Morgan";"Top 14";20;1217;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"310";"Parra";"Morgan";"Top 14";19;763;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_5042.html"
"311";"Ponnau";"Cyriak";"Top 14";22;479;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5043.html"
"312";"Louchard";"Albin";"Top 14";24;667;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5044.html"
"313";"Louchard";"Albin";"Top 14";23;249;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5044.html"
"314";"Louchard";"Albin";"Top 14";22;381;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5044.html"
"315";"Louchard";"Albin";"Top 14";21;1;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5044.html"
"316";"Tomas";"Adrien";"Top 14";23;31;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_5081.html"
"317";"Tomas";"Adrien";"Top 14";22;396;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_5081.html"
"318";"Tomas";"Adrien";"Top 14";21;127;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_5081.html"
"319";"Tomas";"Adrien";"Top 14";20;8;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_5081.html"
"320";"Thuries";"Benjamin";"Top 14";22;689;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5083.html"
"321";"Berot";"Erwan";"Top 14";20;23;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5149.html"
"322";"Boussuge";"Jacques";"Top 14";25;363;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5282.html"
"323";"Boussuge";"Jacques";"Top 14";24;163;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5282.html"
"324";"Boussuge";"Jacques";"Top 14";23;143;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5282.html"
"325";"Brindel";"Nicolas";"Top 14";24;185;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5287.html"
"326";"Edmond-Samuel";"Romain";"Top 14";25;1019;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5293.html"
"327";"Edmond-Samuel";"Romain";"Top 14";22;809;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5293.html"
"328";"Caisso";"Olivier";"Top 14";22;365;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5294.html"
"329";"Domingo";"Thomas";"Top 14";25;754;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5298.html"
"330";"Domingo";"Thomas";"Top 14";24;959;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5298.html"
"331";"Domingo";"Thomas";"Top 14";23;915;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5298.html"
"332";"Domingo";"Thomas";"Top 14";22;625;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5298.html"
"333";"Mach";"Brice";"Top 14";25;577;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5521.html"
"334";"Mach";"Brice";"Top 14";24;1154;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5521.html"
"335";"Mach";"Brice";"Top 14";23;1041;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5521.html"
"336";"Baffou";"Brahim";"Top 14";24;23;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5573.html"
"337";"August";"Olivier";"Top 14";23;14;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5576.html"
"338";"August";"Olivier";"Top 14";22;455;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5576.html"
"339";"Cortes";"Vincent";"Top 14";23;621;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5583.html"
"340";"Combezou";"Thomas";"Top 14";25;1444;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_5630.html"
"341";"Combezou";"Thomas";"Top 14";24;1594;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5630.html"
"342";"Combezou";"Thomas";"Top 14";22;111;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5630.html"
"343";"Combezou";"Thomas";"Top 14";21;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5630.html"
"344";"Plante";"Adrien";"Top 14";25;472;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5631.html"
"345";"Plante";"Adrien";"Top 14";24;1194;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5631.html"
"346";"Plante";"Adrien";"Top 14";23;1208;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5631.html"
"347";"Samson";"Christophe";"Top 14";25;228;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5658.html"
"348";"Samson";"Christophe";"Top 14";24;929;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5658.html"
"349";"Tastet";"Julien";"Top 14";22;1395;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5663.html"
"350";"Fakate";"Aliki";"Top 14";25;1606;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5667.html"
"351";"Lacoste";"Romain";"Top 14";24;178;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5672.html"
"352";"Porical";"Jerome";"Top 14";25;1694;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5679.html"
"353";"Porical";"Jerome";"Top 14";24;1605;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5679.html"
"354";"Porical";"Jerome";"Top 14";23;1155;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5679.html"
"355";"Porical";"Jerome";"Top 14";22;1147;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5679.html"
"356";"Sentenac";"Julien";"Top 14";22;51;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5774.html"
"357";"Bonello";"Mathieu";"Top 14";25;379;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5776.html"
"358";"Guironnet";"Cedric";"Top 14";23;52;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5787.html"
"359";"Mele";"David";"Top 14";25;736;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_5879.html"
"360";"Mele";"David";"Top 14";24;722;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5879.html"
"361";"Mele";"David";"Top 14";23;599;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5879.html"
"362";"Mele";"David";"Top 14";22;115;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5879.html"
"363";"Laffitte";"Charly";"Top 14";22;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5881.html"
"364";"Schuster";"Jerome";"Top 14";25;817;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_5921.html"
"365";"Schuster";"Jerome";"Top 14";24;286;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5921.html"
"366";"Schuster";"Jerome";"Top 14";23;26;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_5921.html"
"367";"Parriel";"Gregory";"Top 14";23;14;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_5945.html"
"368";"Lakafia";"Pierre-Gilles";"Top 14";25;656;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_6007.html"
"369";"Lakafia";"Pierre-Gilles";"Top 14";24;197;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_6007.html"
"370";"Lakafia";"Pierre-Gilles";"Top 14";23;1770;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_6007.html"
"371";"Marmouyet";"Jean-Jo";"Top 14";25;408;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_6153.html"
"372";"Marmouyet";"Jean-Jo";"Top 14";24;41;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6153.html"
"373";"Marmouyet";"Jean-Jo";"Top 14";23;562;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6153.html"
"374";"Denoyelle";"Benoit";"Top 14";23;163;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6174.html"
"375";"Denoyelle";"Benoit";"Top 14";22;18;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6174.html"
"376";"Ternisien";"Simon";"Top 14";22;1187;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6185.html"
"377";"Delboulbes";"Laurent";"Top 14";25;931;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_6188.html"
"378";"Delboulbes";"Laurent";"Top 14";23;123;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_6188.html"
"379";"Delboulbes";"Laurent";"Top 14";22;399;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6188.html"
"380";"Delboulbes";"Laurent";"Top 14";21;448;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6188.html"
"381";"Boscus";"Romain";"Top 14";22;152;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_6197.html"
"382";"Boscus";"Romain";"Top 14";21;163;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6197.html"
"383";"David";"Yann";"Top 14";25;839;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_6204.html"
"384";"David";"Yann";"Top 14";24;1353;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_6204.html"
"385";"David";"Yann";"Top 14";23;134;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_6204.html"
"386";"David";"Yann";"Top 14";22;1282;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_6204.html"
"387";"David";"Yann";"Top 14";21;1179;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_6204.html"
"388";"David";"Yann";"Top 14";20;949;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_6204.html"
"389";"Iapteff";"Erwan";"Top 14";25;65;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_6205.html"
"390";"Iapteff";"Erwan";"Top 14";23;451;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_6205.html"
"391";"Iapteff";"Erwan";"Top 14";22;159;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_6205.html"
"392";"Ducasse";"Alexandre";"Top 14";23;4;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6208.html"
"393";"Ducasse";"Alexandre";"Top 14";22;5;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6208.html"
"394";"Acebes";"Mathieu";"Top 14";20;31;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6212.html"
"395";"Anies";"Thomas";"Top 14";22;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6280.html"
"396";"Charlon";"Loic";"Top 14";22;242;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_6282.html"
"397";"Charlon";"Loic";"Top 14";21;210;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6282.html"
"398";"Delpech";"Pierre";"Top 14";21;4;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6286.html"
"399";"Hughes";"Simon";"Top 14";22;60;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_6332.html"
"400";"Dumora";"Julien";"Top 14";24;306;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_6451.html"
"401";"Miniyalo";"Arnaud";"Top 14";24;146;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_7436.html"
"402";"Rongieras";"Hugo";"Top 14";21;287;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_7604.html"
"403";"Sazy";"Romain";"Top 14";24;649;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_7999.html"
"404";"Sazy";"Romain";"Top 14";23;341;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_7999.html"
"405";"Sazy";"Romain";"Top 14";22;139;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_7999.html"
"406";"Sazy";"Romain";"Top 14";21;22;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_7999.html"
"407";"Urruty";"Frederic";"Top 14";22;677;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8000.html"
"408";"Loubiere";"Antoine";"Top 14";23;15;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_8002.html"
"409";"Claasen";"Antonie Delport";"Top 14";25;1789;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_8059.html"
"410";"Claasen";"Antonie Delport";"Top 14";24;1515;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8059.html"
"411";"Claasen";"Antonie Delport";"Top 14";23;945;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_8059.html"
"412";"Lacrampe";"Thierry";"Top 14";25;331;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_8440.html"
"413";"Lacrampe";"Thierry";"Top 14";24;621;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8440.html"
"414";"Ric";"Clement";"Top 14";25;714;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_8514.html"
"415";"Ric";"Clement";"Top 14";24;191;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_8514.html"
"416";"Ric";"Clement";"Top 14";23;711;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8514.html"
"417";"Ric";"Clement";"Top 14";22;374;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_8514.html"
"418";"Ric";"Clement";"Top 14";21;178;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_8514.html"
"419";"Ric";"Clement";"Top 14";20;46;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_8514.html"
"420";"Merle";"Jordan";"Top 14";23;346;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_8515.html"
"421";"Merle";"Jordan";"Top 14";21;124;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8515.html"
"422";"Raffault";"Antonin";"Top 14";20;100;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8516.html"
"423";"Jaulhac";"Adam";"Top 14";25;1648;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_8517.html"
"424";"Jaulhac";"Adam";"Top 14";24;1582;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8517.html"
"425";"Roidot";"Jean";"Top 14";24;191;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8518.html"
"426";"Roidot";"Jean";"Top 14";23;126;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_8518.html"
"427";"Roidot";"Jean";"Top 14";22;165;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_8518.html"
"428";"Roidot";"Jean";"Top 14";21;289;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_8518.html"
"429";"Chollon";"Arthur";"Top 14";23;329;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8519.html"
"430";"Madaule";"Louis-Benoit";"Top 14";25;1709;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_8520.html"
"431";"Madaule";"Louis-Benoit";"Top 14";24;1257;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_8520.html"
"432";"Madaule";"Louis-Benoit";"Top 14";23;445;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8520.html"
"433";"Thuery";"Laurent";"Top 14";20;58;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8521.html"
