"";"nom";"prenom";"competition";"age";"minutes";"saison";"WC_U20";"lien"
"456";"Gimenez";"Charles";"Top 14";20;146;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_8527.html"
"457";"Camara";"Djibril";"Top 14";25;805;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"458";"Camara";"Djibril";"Top 14";24;369;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"459";"Camara";"Djibril";"Top 14";23;525;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"460";"Camara";"Djibril";"Top 14";22;597;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"461";"Camara";"Djibril";"Top 14";21;643;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"462";"Camara";"Djibril";"Top 14";20;555;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"463";"Camara";"Djibril";"Top 14";19;552;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_8528.html"
"464";"Joly";"Arthur";"Top 14";23;108;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_8736.html"
"465";"Joly";"Arthur";"Top 14";21;38;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8736.html"
"466";"Pic";"Arnaud";"Top 14";24;91;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_8768.html"
"467";"Pic";"Arnaud";"Top 14";23;651;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_8768.html"
"468";"Pic";"Arnaud";"Top 14";22;271;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_8768.html"
"469";"Barozzi";"Alexandre";"Top 14";25;308;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_8892.html"
"470";"Barozzi";"Alexandre";"Top 14";24;409;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_8892.html"
"471";"Barozzi";"Alexandre";"Top 14";23;153;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_8892.html"
"472";"Barozzi";"Alexandre";"Top 14";21;231;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_8892.html"
"473";"Giraud";"Marc";"Top 14";25;426;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_9273.html"
"474";"Giraud";"Marc";"Top 14";24;1137;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_9273.html"
"475";"Giraud";"Marc";"Top 14";23;1089;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_9273.html"
"476";"Albaladejo";"Paul";"Top 14";23;83;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_9541.html"
"477";"Albaladejo";"Paul";"Top 14";22;123;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_9541.html"
"478";"Giacobazzi";"Anthony";"Top 14";22;16;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_10026.html"
"479";"Giacobazzi";"Anthony";"Top 14";21;113;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_10026.html"
"480";"Fall";"Benjamin";"Top 14";25;911;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_10037.html"
"481";"Fall";"Benjamin";"Top 14";24;718;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_10037.html"
"482";"Fall";"Benjamin";"Top 14";23;306;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_10037.html"
"483";"Fall";"Benjamin";"Top 14";22;1049;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_10037.html"
"484";"Fall";"Benjamin";"Top 14";21;1046;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_10037.html"
"485";"Fall";"Benjamin";"Top 14";20;542;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_10037.html"
"486";"Tardy";"Benjamin";"Top 14";22;15;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_10325.html"
"487";"Tardy";"Benjamin";"Top 14";21;260;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_10325.html"
"488";"Radosavljevic";"Ludovic";"Top 14";25;887;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"489";"Radosavljevic";"Ludovic";"Top 14";24;485;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"490";"Radosavljevic";"Ludovic";"Top 14";23;975;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"491";"Radosavljevic";"Ludovic";"Top 14";22;909;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"492";"Radosavljevic";"Ludovic";"Top 14";21;122;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"493";"Radosavljevic";"Ludovic";"Top 14";20;102;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"494";"Radosavljevic";"Ludovic";"Top 14";19;30;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_10350.html"
"495";"Sola";"Romain";"Top 14";20;11;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_10921.html"
"496";"Rawls";"Frederick";"Top 14";24;33;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11022.html"
"497";"Guitoune";"Sofiane";"Top 14";25;971;"13/14";"not U20 WC";"http://www.itsrugby.fr/joueur_11696.html"
"498";"Guitoune";"Sofiane";"Top 14";24;203;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_11696.html"
"499";"Geli";"Charles";"Top 14";25;493;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_11760.html"
"500";"Geli";"Charles";"Top 14";24;597;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_11760.html"
"501";"Geli";"Charles";"Top 14";23;186;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_11760.html"
"502";"Geli";"Charles";"Top 14";22;221;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11760.html"
"503";"Geli";"Charles";"Top 14";21;54;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11760.html"
"504";"Dumoulin";"Alexandre";"Top 14";25;1169;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_11761.html"
"505";"Dumoulin";"Alexandre";"Top 14";24;431;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_11761.html"
"506";"Dumoulin";"Alexandre";"Top 14";23;378;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_11761.html"
"507";"Dumoulin";"Alexandre";"Top 14";21;811;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_11761.html"
"508";"Dumoulin";"Alexandre";"Top 14";20;177;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_11761.html"
"509";"Pelo";"Vincent";"Top 14";25;226;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_11762.html"
"510";"Pelo";"Vincent";"Top 14";23;665;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_11762.html"
"511";"Pelo";"Vincent";"Top 14";22;158;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_11762.html"
"512";"Pelo";"Vincent";"Top 14";21;39;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11762.html"
"513";"Pelo";"Vincent";"Top 14";20;10;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11762.html"
"514";"Romanet";"Franck";"Top 14";24;116;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_11763.html"
"515";"Romanet";"Franck";"Top 14";23;148;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11763.html"
"516";"Romanet";"Franck";"Top 14";22;177;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11763.html"
"517";"Vicente";"Damien";"Top 14";22;21;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11764.html"
"518";"Simutoga";"Laurent";"Top 14";23;85;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_11766.html"
"519";"Simutoga";"Laurent";"Top 14";20;48;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11766.html"
"520";"Andre";"Mathieu";"Top 14";22;18;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11769.html"
"521";"Delpy";"Damien";"Top 14";23;7;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11786.html"
"522";"Lapeyre";"Benjamin";"Top 14";25;1401;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_11800.html"
"523";"Lapeyre";"Benjamin";"Top 14";24;472;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_11800.html"
"524";"Lapeyre";"Benjamin";"Top 14";23;1696;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_11800.html"
"525";"Durquet";"Yohann";"Top 14";25;1166;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_11816.html"
"526";"Durquet";"Yohann";"Top 14";21;624;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11816.html"
"527";"Nicolas";"Sylvain";"Top 14";25;1031;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_11823.html"
"528";"Nicolas";"Sylvain";"Top 14";24;691;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_11823.html"
"529";"Nicolas";"Sylvain";"Top 14";23;1020;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_11823.html"
"530";"Nicolas";"Sylvain";"Top 14";22;1014;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_11823.html"
"531";"Nicolas";"Sylvain";"Top 14";21;453;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_11823.html"
"532";"Loree";"Mathieu";"Top 14";25;814;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_11894.html"
"533";"Loree";"Mathieu";"Top 14";24;565;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_11894.html"
"534";"Loree";"Mathieu";"Top 14";23;534;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_11894.html"
"535";"Pendanx";"Justin";"Top 14";21;239;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12005.html"
"536";"Muleta";"Anthony";"Top 14";23;46;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12021.html"
"537";"Chaume";"Raphael";"Top 14";25;683;"13/14";"not U20 WC";"http://www.itsrugby.fr/joueur_12054.html"
"538";"Chaume";"Raphael";"Top 14";24;942;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_12054.html"
"539";"Chaume";"Raphael";"Top 14";23;428;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_12054.html"
"540";"Chaume";"Raphael";"Top 14";22;28;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_12054.html"
"541";"Caminati";"Julien";"Top 14";25;929;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_12055.html"
"542";"Brethous";"Yann";"Top 14";24;507;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_12232.html"
"543";"Brethous";"Yann";"Top 14";20;169;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_12232.html"
"544";"Parent";"Yannick";"Top 14";23;14;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_12254.html"
"545";"Parent";"Yannick";"Top 14";22;29;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12254.html"
"546";"Parent";"Yannick";"Top 14";21;16;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12254.html"
"547";"Jacquet";"Jerome";"Top 14";23;94;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_12262.html"
"548";"Jacquet";"Jerome";"Top 14";20;30;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12262.html"
"549";"Dhabi";"Karim";"Top 14";23;505;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12288.html"
"550";"Valancon";"Quentin";"Top 14";22;256;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_12298.html"
"551";"Valancon";"Quentin";"Top 14";19;23;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12298.html"
"552";"Mazieres";"Loic";"Top 14";22;12;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12385.html"
"553";"Mazieres";"Loic";"Top 14";21;320;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12385.html"
"554";"Bezy";"Nicolas";"Top 14";25;91;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"555";"Bezy";"Nicolas";"Top 14";24;310;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"556";"Bezy";"Nicolas";"Top 14";23;424;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"557";"Bezy";"Nicolas";"Top 14";22;593;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"558";"Bezy";"Nicolas";"Top 14";21;217;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"559";"Bezy";"Nicolas";"Top 14";20;1;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"560";"Bezy";"Nicolas";"Top 14";19;329;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_12386.html"
"561";"Pelissie";"Jonathan";"Top 14";25;1260;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_12387.html"
"562";"Pelissie";"Jonathan";"Top 14";21;17;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12387.html"
"563";"Pelissie";"Jonathan";"Top 14";20;75;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12387.html"
"564";"Casals";"Romain";"Top 14";22;12;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12551.html"
"565";"Casals";"Romain";"Top 14";21;16;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12551.html"
"566";"Janisson";"Robin";"Top 14";23;8;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12552.html"
"567";"Marechal";"Julien";"Top 14";22;65;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12558.html"
"568";"Dibel";"Romain";"Top 14";22;128;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_12559.html"
"569";"Dibel";"Romain";"Top 14";21;124;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12559.html"
"570";"Dibel";"Romain";"Top 14";20;147;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12559.html"
"571";"Paillaugue";"Benoit";"Top 14";25;1299;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_12560.html"
"572";"Paillaugue";"Benoit";"Top 14";24;593;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_12560.html"
"573";"Paillaugue";"Benoit";"Top 14";23;404;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_12560.html"
"574";"Paillaugue";"Benoit";"Top 14";22;530;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_12560.html"
"575";"Paillaugue";"Benoit";"Top 14";21;193;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12560.html"
"576";"Paillaugue";"Benoit";"Top 14";20;60;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12560.html"
"577";"Burgaud";"Kevin";"Top 14";20;93;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12561.html"
"578";"Chavancy";"Henry";"Top 14";25;1819;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_12705.html"
"579";"Chavancy";"Henry";"Top 14";24;1725;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_12705.html"
"580";"Chavancy";"Henry";"Top 14";23;1734;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_12705.html"
"581";"Chavancy";"Henry";"Top 14";22;1475;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_12705.html"
"582";"Delmas";"Romain";"Top 14";20;44;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12891.html"
"583";"Le Bourhis";"Maxime";"Top 14";25;432;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_12893.html"
"584";"Le Bourhis";"Maxime";"Top 14";21;242;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_12893.html"
"585";"Dall'Igna";"Manoel";"Top 14";25;235;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_12894.html"
"586";"Dall'Igna";"Manoel";"Top 14";24;281;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_12894.html"
"587";"Dall'Igna";"Manoel";"Top 14";23;659;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_12894.html"
"588";"Solana";"Robin";"Top 14";21;83;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13045.html"
"589";"Eymard";"Mickael";"Top 14";23;6;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13562.html"
"590";"Lagarde";"Raphael";"Top 14";24;433;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_13601.html"
"591";"Lagarde";"Raphael";"Top 14";23;400;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_13601.html"
"592";"Lagarde";"Raphael";"Top 14";22;161;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_13601.html"
"593";"Lauret";"Wenceslas";"Top 14";25;971;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_13626.html"
"594";"Lauret";"Wenceslas";"Top 14";24;836;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_13626.html"
"595";"Lauret";"Wenceslas";"Top 14";23;1314;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13626.html"
"596";"Lauret";"Wenceslas";"Top 14";22;810;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13626.html"
"597";"Lauret";"Wenceslas";"Top 14";21;392;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13626.html"
"598";"Lauret";"Wenceslas";"Top 14";20;244;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_13626.html"
"599";"Charlet";"Sylvain";"Top 14";25;386;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_13636.html"
"600";"Charlet";"Sylvain";"Top 14";24;256;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_13636.html"
"601";"Charlet";"Sylvain";"Top 14";22;21;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13636.html"
"602";"Kervarec";"Kevin";"Top 14";23;60;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13662.html"
"603";"Kervarec";"Kevin";"Top 14";22;51;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13662.html"
"604";"Kervarec";"Kevin";"Top 14";21;27;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13662.html"
"605";"Slimani";"Rabah";"Top 14";25;1303;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_13663.html"
"606";"Slimani";"Rabah";"Top 14";24;1125;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_13663.html"
"607";"Slimani";"Rabah";"Top 14";23;860;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_13663.html"
"608";"Slimani";"Rabah";"Top 14";22;468;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13663.html"
"609";"Slimani";"Rabah";"Top 14";21;981;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13663.html"
"610";"Slimani";"Rabah";"Top 14";20;397;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13663.html"
"611";"Maynadier";"Clement";"Top 14";25;662;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_13664.html"
"612";"Maynadier";"Clement";"Top 14";21;562;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13664.html"
"613";"Rallier";"Marc-Antoine";"Top 14";25;611;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_13665.html"
"614";"Rallier";"Marc-Antoine";"Top 14";24;265;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_13665.html"
"615";"Rallier";"Marc-Antoine";"Top 14";23;608;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13665.html"
"616";"Rallier";"Marc-Antoine";"Top 14";21;228;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13665.html"
"617";"Hezard";"Baptiste";"Top 14";23;6;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_13666.html"
"618";"Hezard";"Baptiste";"Top 14";22;143;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13666.html"
"619";"Namy";"Guillaume";"Top 14";25;1821;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_13668.html"
"620";"Namy";"Guillaume";"Top 14";23;683;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13668.html"
"621";"Namy";"Guillaume";"Top 14";22;112;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13668.html"
"622";"Namy";"Guillaume";"Top 14";21;241;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13668.html"
"623";"Namy";"Guillaume";"Top 14";20;80;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_13668.html"
"624";"Stolz";"Remi";"Top 14";21;130;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13766.html"
"625";"Gunther";"Pierrick";"Top 14";25;58;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_13866.html"
"626";"Gunther";"Pierrick";"Top 14";24;661;"13/14";"not U20 WC";"http://www.itsrugby.fr/joueur_13866.html"
"627";"Gunther";"Pierrick";"Top 14";23;1092;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_13866.html"
"628";"Gunther";"Pierrick";"Top 14";22;808;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_13866.html"
"629";"Gunther";"Pierrick";"Top 14";20;4;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_13866.html"
"630";"Damiani";"Cesar";"Top 14";23;32;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_13872.html"
"631";"Damiani";"Cesar";"Top 14";22;234;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_13872.html"
"632";"Damiani";"Cesar";"Top 14";21;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13872.html"
"633";"Boukerou";"Russlan";"Top 14";25;134;"14/15";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"634";"Boukerou";"Russlan";"Top 14";23;74;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"635";"Boukerou";"Russlan";"Top 14";22;270;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"636";"Boukerou";"Russlan";"Top 14";21;188;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"637";"Boukerou";"Russlan";"Top 14";20;28;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"638";"Boukerou";"Russlan";"Top 14";19;80;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"639";"Boukerou";"Russlan";"Top 14";18;57;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_13874.html"
"640";"Vergnaud";"Adrien";"Top 14";19;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13875.html"
"641";"D'Aram de Valada";"Quentin";"Top 14";24;424;"10/11";"not U20 WC";"http://www.itsrugby.fr/joueur_13876.html"
"642";"D'Aram de Valada";"Quentin";"Top 14";23;7;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_13876.html"
"643";"D'Aram de Valada";"Quentin";"Top 14";22;11;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_13876.html"
"644";"D'Aram de Valada";"Quentin";"Top 14";21;74;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13876.html"
"645";"Benezech";"Simon";"Top 14";23;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13877.html"
"646";"Tranier";"Laurent";"Top 14";22;624;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_13878.html"
"647";"Tranier";"Laurent";"Top 14";21;621;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13878.html"
"648";"Tranier";"Laurent";"Top 14";20;335;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13878.html"
"649";"Tranier";"Laurent";"Top 14";19;672;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_13878.html"
"650";"Tranier";"Laurent";"Top 14";18;48;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_13878.html"
"651";"Desroche";"Benjamin";"Top 14";25;187;"14/15";"not U20 WC";"http://www.itsrugby.fr/joueur_13879.html"
"652";"Desroche";"Benjamin";"Top 14";24;274;"13/14";"not U20 WC";"http://www.itsrugby.fr/joueur_13879.html"
"653";"Desroche";"Benjamin";"Top 14";23;39;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_13879.html"
"654";"Desroche";"Benjamin";"Top 14";22;6;"11/12";"not U20 WC";"http://www.itsrugby.fr/joueur_13879.html"
"655";"Desroche";"Benjamin";"Top 14";20;8;"09/10";"not U20 WC";"http://www.itsrugby.fr/joueur_13879.html"
"656";"Desroche";"Benjamin";"Top 14";18;34;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13879.html"
"657";"Chamaille";"Julien";"Top 14";20;19;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13880.html"
"658";"Synaeghel";"Thomas";"Top 14";21;17;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13881.html"
"659";"Lapiatte";"Larry";"Top 14";22;22;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13897.html"
"660";"Dubie";"Jean-Baptiste";"Top 14";23;1642;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_13916.html"
"661";"Dubie";"Jean-Baptiste";"Top 14";19;189;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_13916.html"
"662";"Briscadieu";"Clement";"Top 14";19;117;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_13917.html"
"663";"Cabannes";"Julien";"Top 14";23;1015;"12/13";"not U20 WC";"http://www.itsrugby.fr/joueur_13919.html"
"664";"Rouge";"Jordi";"Top 14";20;80;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13978.html"
"665";"Poulain";"Christopher";"Top 14";22;13;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_13979.html"
"666";"Poulain";"Christopher";"Top 14";21;34;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13979.html"
"667";"Adrillon";"Bastien";"Top 14";22;19;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_13980.html"
"668";"Adrillon";"Bastien";"Top 14";21;32;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13980.html"
"669";"Dion";"Jean-Baptiste";"Top 14";21;40;"07/08";"not U20 WC";"http://www.itsrugby.fr/joueur_13981.html"
"670";"Gondrand";"Jeremy";"Top 14";21;248;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_13982.html"
"671";"Gondrand";"Jeremy";"Top 14";20;48;"09/10";"U20 WC";"http://www.itsrugby.fr/joueur_13982.html"
"672";"Gondrand";"Jeremy";"Top 14";19;102;"08/09";"U20 WC";"http://www.itsrugby.fr/joueur_13982.html"
"673";"Gondrand";"Jeremy";"Top 14";18;18;"07/08";"U20 WC";"http://www.itsrugby.fr/joueur_13982.html"
"674";"Jaen";"Jimmy";"Top 14";24;27;"08/09";"not U20 WC";"http://www.itsrugby.fr/joueur_14018.html"
"675";"Tichit";"Antoine";"Top 14";25;1061;"13/14";"U20 WC";"http://www.itsrugby.fr/joueur_14020.html"
"676";"Petre";"Benjamin";"Top 14";23;506;"12/13";"U20 WC";"http://www.itsrugby.fr/joueur_14051.html"
"677";"Petre";"Benjamin";"Top 14";22;302;"11/12";"U20 WC";"http://www.itsrugby.fr/joueur_14051.html"
"678";"Petre";"Benjamin";"Top 14";21;162;"10/11";"U20 WC";"http://www.itsrugby.fr/joueur_14051.html"
