"";"nom";"prenom";"club";"saison";"pays";"competition";"nationalite";"link"
"940";"Longbottom";"Kieran";"Saracens";"14/15";"Angleterre";"Angleterre";"Australie";"http://www.itsrugby.fr/joueur_10108.html"
"941";"Fainga'anuku";"Ofa";"Worcester";"13/14";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_10125.html"
"942";"Mitchell";"Lachlan";"Wasps";"08/09";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_10234.html"
"943";"Keats";"Tyson";"London Welsh";"12/13";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_10241.html"
"944";"Tawera";"Aaron";"Saracens";"09/10";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_10242.html"
"945";"Treviranus";"Ofisa";"London Irish";"11/12";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_10246.html"
"946";"Fa'afili";"Henry";"Yorkshire Carnegie";"09/10";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_10308.html"
"947";"Tadulala";"Semi";"Gloucester";"09/10";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_10567.html"
"948";"Fa'asavalu";"Maurie";"Harlequins";"10/11";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_10819.html"
"949";"Shortland";"Ryan";"Newcastle";"11/12";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_10948.html"
"950";"Sa";"Setaimata";"London Irish";"12/13";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_11318.html"
"951";"Vuna";"Cooper";"Worcester";"15/16";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_11629.html"
"952";"O'Connor";"James";"London Irish";"13/14";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_12195.html"
"953";"Toomua";"Matt";"Leicester";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_12253.html"
"954";"Holmes";"Tyrone";"Newcastle";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12441.html"
"955";"Rhodes";"Michael Kenworthy";"Saracens";"15/16";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_12460.html"
"956";"Tatupu";"Josh";"Exeter";"11/12";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_12517.html"
"957";"Horne";"Robert";"Northampton";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_12548.html"
"958";"de Jongh";"Juan";"Wasps";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_13642.html"
"959";"Koster";"Nick";"Bath";"12/13";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_13644.html"
"960";"Charles";"Nathan";"Gloucester";"11/12";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_13646.html"
"961";"Tapuai";"Ben";"Bath";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_13651.html"
"962";"Luamanu";"Matt";"Harlequins";"15/16";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_13658.html"
"963";"Autagavaia";"Fa'atoina";"Northampton";"13/14";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_13763.html"
"964";"Yanuyanutawa";"Jerry";"London Irish";"12/13";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_13891.html"
"965";"Stowers";"George";"London Irish";"09/10";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_13907.html"
"966";"Johnston";"James";"Harlequins";"09/10";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_13996.html"
"967";"Fatialofa";"Junior";"Bristol";"08/09";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_14080.html"
"968";"Helu";"William";"Wasps";"13/14";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_14178.html"
"969";"Grant";"Paul";"Bath";"16/17";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14392.html"
"970";"Fihaki";"Viliami";"Sale";"13/14";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_14409.html"
"971";"Tuitavake";"Nafi";"Northampton";"16/17";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_14445.html"
"972";"Walker";"Alex";"Saracens";"08/09";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_14527.html"
"973";"Marshall";"James";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_14733.html"
"974";"Sinoti To'omaga";"Sinoti";"Newcastle";"13/14";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_15403.html"
"975";"Botica";"Benjamin";"Harlequins";"12/13";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_15872.html"
"976";"Andrew";"Robert Douglas";"Leicester";"12/13";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_16914.html"
"977";"Cooper";"Kyle Lorran";"Newcastle";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_17364.html"
"978";"Schatz";"Jake";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_17443.html"
"979";"White";"Nicolas";"Exeter";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_17444.html"
"980";"Saulo Romumu";"Manasa";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_17469.html"
"981";"Matawalu";"Nikola";"Bath";"15/16";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_17476.html"
"982";"O'Connor";"Brendon";"Leicester";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17524.html"
"983";"Pisi";"Ken";"Northampton";"12/13";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_17531.html"
"984";"Pakalani";"Atieli";"Leicester";"17/18";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_17578.html"
"985";"Halaifonua";"Tevita David";"Gloucester";"14/15";"Angleterre";"Angleterre";"Tonga";"http://www.itsrugby.fr/joueur_17620.html"
"986";"Micklewood";"Chris";"Newcastle";"09/10";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_17715.html"
"987";"Duffey";"Joe";"Leicester";"09/10";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17736.html"
"988";"Fatiaki";"Ravai";"Worcester";"11/12";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_17805.html"
"989";"Paulo";"Filo";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_17846.html"
"990";"Fitzgerald";"Michael";"Leicester";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17849.html"
"991";"Tuala";"Ashee";"Northampton";"14/15";"Angleterre";"Angleterre";"Samoa";"http://www.itsrugby.fr/joueur_17855.html"
"992";"Hohneck";"Josh";"Gloucester";"16/17";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17872.html"
"993";"Mayhew";"Michael";"Newcastle";"11/12";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17898.html"
"994";"Reddish";"Mark";"Harlequins";"16/17";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_17974.html"
"995";"Leiua";"Alapati";"Wasps";"14/15";"Angleterre";"Angleterre";"Samoa";"http://www.itsrugby.fr/joueur_18080.html"
"996";"Dickson";"Glenn";"Northampton";"13/14";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_18083.html"
"997";"Boko";"Asaeli";"Sale";"10/11";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_18559.html"
"998";"Matavesi";"Josh";"Exeter";"10/11";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_18617.html"
"999";"Nadolo (Ratu Nasiganiyavi)";"Nemani";"Exeter";"10/11";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_18724.html"
"1000";"Le Roux";"Willem Jacobus";"Wasps";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_18969.html"
"1001";"Van Zyl";"Petrus Erasmus";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19108.html"
"1002";"Heinz";"Willi";"Gloucester";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19197.html"
"1003";"du Plessis";"Petrus";"Saracens";"09/10";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19252.html"
"1004";"McCaffrey";"Lachlan";"London Welsh";"14/15";"Angleterre";"Angleterre";"Australie";"http://www.itsrugby.fr/joueur_19257.html"
"1005";"Wells";"Ashley David";"Newcastle";"11/12";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19350.html"
"1006";"De Chaves";"Sebastian";"Leicester";"13/14";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_19595.html"
"1007";"Marshall";"Tom";"Gloucester";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19622.html"
"1008";"Veainu";"Telusa";"Leicester";"15/16";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_19623.html"
"1009";"Woodward";"Jason";"Bristol";"16/17";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19624.html"
"1010";"Ma'afu";"Campese";"Northampton";"15/16";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_19625.html"
"1011";"Lance";"Jonathon";"Worcester";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_19636.html"
"1012";"Piutau";"Charles";"Wasps";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19748.html"
"1013";"Mafi";"Steve";"Leicester";"10/11";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_19774.html"
"1014";"Farao Matu'u";"Motu";"Gloucester";"16/17";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_19837.html"
"1015";"Aulika";"Halani";"London Irish";"12/13";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_19858.html"
"1016";"Halai";"Frank";"Wasps";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_19869.html"
"1017";"Heem";"Bryce";"Worcester";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_20394.html"
"1018";"Halaufia";"Christopher";"London Welsh";"14/15";"Angleterre";"Angleterre";"Tonga";"http://www.itsrugby.fr/joueur_21261.html"
"1019";"Commins";"Stu";"Northampton";"10/11";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_21788.html"
"1020";"Saunders";"Jared";"Saracens";"10/11";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_21794.html"
"1021";"Dorrian";"Myles";"Cornish Pirates";"11/12";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_21867.html"
"1022";"Bentley";"Jonny";"Gloucester";"13/14";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_21901.html"
"1023";"Claassens";"Errie";"Worcester";"11/12";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22005.html"
"1024";"Taulava";"Semisi";"Worcester";"12/13";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_22096.html"
"1025";"Halavatau";"Leopold";"London Welsh";"11/12";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_22103.html"
"1026";"Vea";"Taione";"Wasps";"13/14";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_22113.html"
"1027";"Mulipola";"Logovi'i";"Leicester";"11/12";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_22153.html"
"1028";"Groom";"Nicholas James";"Northampton";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22551.html"
"1029";"Reinach";"Jacobus Meyer";"Northampton";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22562.html"
"1030";"van Vuuren";"Michael Thomas";"Leicester";"15/16";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22578.html"
"1031";"Dobson";"Matthew Grayson";"London Welsh";"14/15";"Angleterre";"Angleterre";"Afrique du Sud";"http://www.itsrugby.fr/joueur_22667.html"
"1032";"Catrakilis";"Demetri";"Harlequins";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_23010.html"
"1033";"Skelton";"William";"Saracens";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_23589.html"
"1034";"Saili";"Francis";"Harlequins";"17/18";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_23741.html"
"1035";"Schonert";"Nic";"Worcester";"15/16";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_23744.html"
"1036";"Carr";"Nizaam";"Wasps";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_23748.html"
"1037";"Botha";"Arno";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_23750.html"
"1038";"Ratuniyarawa";"Apisalome";"Northampton";"16/17";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_23865.html"
"1039";"Meakes";"Bill";"Gloucester";"13/14";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_23899.html"
"1040";"Taione";"Elvis";"Exeter";"14/15";"Angleterre";"Angleterre";"Tonga";"http://www.itsrugby.fr/joueur_23971.html"
"1041";"Mayhew";"Nic";"Harlequins";"11/12";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_23986.html"
"1042";"Cavubati";"Tevita";"Worcester";"15/16";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_23989.html"
"1043";"Puafisi";"Sila";"Gloucester";"13/14";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_24049.html"
"1044";"Ioane";"TJ";"Sale";"14/15";"Angleterre";"Angleterre";"Samoa";"http://www.itsrugby.fr/joueur_24064.html"
"1045";"Goodhue";"Cameron";"Worcester";"13/14";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_24079.html"
"1046";"Fenton-Wells";"Nicholas Sean";"Saracens";"12/13";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_24109.html"
"1047";"Ross";"Jono";"Sale";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_24227.html"
"1048";"Latta";"Joe";"Gloucester";"16/17";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_24249.html"
"1049";"Alexander";"Tom";"London Irish";"11/12";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_24285.html"
"1050";"Votu";"Watisoni";"Exeter";"12/13";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_24932.html"
"1051";"Aholelei";"Eddie";"London Welsh";"14/15";"Angleterre";"Angleterre";"Tonga";"http://www.itsrugby.fr/joueur_25136.html"
"1052";"Alofa";"Alofa";"Harlequins";"16/17";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_25438.html"
"1053";"Koch";"Vincent Philip";"Saracens";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25576.html"
"1054";"de Klerk";"Francois (Faf)";"Sale";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_25597.html"
"1055";"Wilson";"Jack";"Saracens";"13/14";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_25769.html"
"1056";"Hoskins";"Oli";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_26280.html"
"1057";"Jeffries";"Sam";"Bristol";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_26287.html"
"1058";"Kitto";"Jono";"Leicester";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26310.html"
"1059";"Hammond";"Dean";"Worcester";"13/14";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26321.html"
"1060";"Sio";"Aniseto";"Leicester";"14/15";"Angleterre";"Angleterre";"Samoa";"http://www.itsrugby.fr/joueur_26349.html"
"1061";"Malton";"Shaun";"London Irish";"12/13";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_26748.html"
"1062";"Vella";"Nathan";"London Welsh";"14/15";"Angleterre";"Angleterre";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26877.html"
"1063";"Whetton";"Jack";"Leicester";"14/15";"Angleterre";"Angleterre";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_26906.html"
"1064";"Malouf";"Nick";"Leicester";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_27685.html"
"1065";"Janse van Rensburg";"Rohan";"Sale";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28016.html"
"1066";"Smid";"Ryan";"Ealing Trailfinders";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28120.html"
"1067";"Swiel";"Timothy Gregory";"Harlequins";"14/15";"Angleterre";"Angleterre";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28122.html"
"1068";"van Wyk";"Francois Daniel";"Northampton";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28124.html"
"1069";"Kerrod";"Simon";"Worcester";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_28433.html"
"1070";"Meehan";"Ben";"London Irish";"17/18";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_28817.html"
"1071";"Vui";"Christopher";"Worcester";"16/17";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_28870.html"
"1072";"Hepetema";"Terence";"Leicester";"13/14";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_28982.html"
"1073";"Takulua";"Sonatane";"Newcastle";"14/15";"Angleterre";"Angleterre";"Tonga";"http://www.itsrugby.fr/joueur_29296.html"
"1074";"Lees";"Mitch";"Exeter";"14/15";"Angleterre";"Angleterre";"Australie";"http://www.itsrugby.fr/joueur_29331.html"
"1075";"Porecki";"Dave";"Saracens";"15/16";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_29386.html"
"1076";"Dowsett";"Michael";"Worcester";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_29445.html"
"1077";"Seymour";"Nick";"Worcester";"13/14";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_30386.html"
"1078";"Hendrickson";"Tom";"Exeter";"16/17";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_30723.html"
"1079";"Harris";"Antonio TJ";"Wasps";"17/18";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_30877.html"
"1080";"de Jager";"Nick";"Saracens";"14/15";"Angleterre";"Angleterre";"Afrique du Sud";"http://www.itsrugby.fr/joueur_30963.html"
"1081";"Williams";"Matti";"Northampton";"13/14";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_31511.html"
"1082";"Orr";"Harrison";"Newcastle";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_31903.html"
"1083";"Orr";"Cameron";"Gloucester";"16/17";"Angleterre";"Guinness Premiership";"Australie";"http://www.itsrugby.fr/joueur_31908.html"
"1084";"Lloyd";"William";"London Irish";"15/16";"Angleterre";"Guinness Premiership";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_33042.html"
"1085";"Ackermann";"Ruan";"Gloucester";"17/18";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_34295.html"
"1086";"Ribbans";"David George";"Northampton";"16/17";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_34404.html"
"1087";"Elia";"Elia";"Harlequins";"16/17";"Angleterre";"Guinness Premiership";"Samoa";"http://www.itsrugby.fr/joueur_35053.html"
"1088";"Vailanu";"Sione";"Saracens";"17/18";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_35481.html"
"1089";"Mapapalangi";"Valentino";"Leicester";"17/18";"Angleterre";"Guinness Premiership";"Tonga";"http://www.itsrugby.fr/joueur_35643.html"
"1090";"Milasinovich";"Gareth";"Worcester";"15/16";"Angleterre";"Guinness Premiership";"Afrique du Sud";"http://www.itsrugby.fr/joueur_36240.html"
"1091";"Matavesi";"Joel";"Newcastle";"17/18";"Angleterre";"Guinness Premiership";"Fidji";"http://www.itsrugby.fr/joueur_41123.html"
"1092";"Stcherbina";"Marc";"Cardiff Blues";"05/06";"Pays de Galles";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_23.html"
"1093";"O'Donoghue";"Edmond ";"Ulster";"08/09";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_310.html"
"1094";"Louw";"Hottie";"Scarlets";"05/06";"Pays de Galles";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_396.html"
"1095";"Pringle";"Fergus";"Edinburgh Rugby";"05/06";"Ecosse";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_841.html"
"1096";"Steinmetz";"Paul";"Ulster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_863.html"
"1097";"Moore";"Rod";"Ulster";"05/06";"Irlande";"Ligue Celtique";"Australie";"http://www.itsrugby.fr/joueur_895.html"
"1098";"Frost";"Rowan";"Ulster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_896.html"
"1099";"Sititi";"Semo";"Border Reivers";"05/06";"Ecosse";"Ligue Celtique";"Samoa";"http://www.itsrugby.fr/joueur_914.html"
"1100";"Spice";"Jason";"Ospreys";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_921.html"
"1101";"Tuipulotu";"Sione";"Newport Gwent Dragons";"05/06";"Pays de Galles";"Ligue Celtique";"Tonga";"http://www.itsrugby.fr/joueur_940.html"
"1102";"Cullen";"Christian";"Munster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_957.html"
"1103";"Palepoi";"Opeta";"Border Reivers";"05/06";"Ecosse";"Ligue Celtique";"Samoa";"http://www.itsrugby.fr/joueur_982.html"
"1104";"Turner";"Dan";"Glasgow Warriors";"05/06";"Ecosse";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1017.html"
"1105";"Daniel";"Brendon";"Border Reivers";"06/07";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1032.html"
"1106";"Holwell";"David";"Leinster";"08/09";"Irlande";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1048.html"
"1107";"Gissing";"Ben";"Leinster";"05/06";"Irlande";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1056.html"
"1108";"Gibson";"Daryl";"Glasgow Warriors";"07/08";"Ecosse";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1081.html"
"1109";"Williams";"Brendan";"Benetton Rugby Treviso";"10/11";"Italie";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1115.html"
"1110";"Daly";"Ben";"Newport Gwent Dragons";"06/07";"Pays de Galles";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1154.html"
"1111";"Bartholomeusz";"Mark";"Ulster";"06/07";"Irlande";"Rabodirect PRO12";"Australie";"http://www.itsrugby.fr/joueur_1173.html"
"1112";"Martens";"Sililo";"Scarlets";"08/09";"Pays de Galles";"Rabodirect PRO12";"Tonga";"http://www.itsrugby.fr/joueur_1193.html"
"1113";"Maddock";"Joe";"Benetton Rugby Treviso";"10/11";"Italie";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1251.html"
"1114";"Strudwick";"Ryan";"Connacht";"06/07";"Irlande";"Rabodirect PRO12";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1256.html"
"1115";"Molitika";"Maama";"Cardiff Blues";"05/06";"Pays de Galles";"Ligue Celtique";"Tonga";"http://www.itsrugby.fr/joueur_1264.html"
"1116";"Warren";"Roger";"Cardiff Blues";"05/06";"Pays de Galles";"Ligue Celtique";"Samoa";"http://www.itsrugby.fr/joueur_1306.html"
"1117";"Payne";"Shaun";"Munster";"05/06";"Irlande";"Ligue Celtique";"Afrique du Sud";"http://www.itsrugby.fr/joueur_1335.html"
"1118";"Maling";"Simon";"Scarlets";"08/09";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1339.html"
"1119";"Meeuws";"Keith";"Scarlets";"08/09";"Pays de Galles";"Rabodirect PRO12";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1360.html"
"1120";"King";"Regan";"Scarlets";"05/06";"Pays de Galles";"Ligue Celtique";"Nouvelle-Zelande";"http://www.itsrugby.fr/joueur_1362.html"
